Medicine,Medicine_Encoded,Year,Month,Weekday_Encoded,Demand
N05C,5,2016,7,2,0
R03,6,2016,7,2,1
R06,7,2016,7,2,1
M01AB,0,2016,7,3,1
M01AE,1,2016,7,3,2
N02BA,2,2016,7,3,1
N02BE,3,2016,7,3,1
N05B,4,2016,7,3,1
N05C,5,2016,7,3,0
R03,6,2016,7,3,1
R06,7,2016,7,3,1
M01AB,0,2016,7,4,0
M01AE,1,2016,7,4,1
N02BA,2,2016,7,4,1
N02BE,3,2016,7,4,0
N05B,4,2016,7,4,0
N05C,5,2016,7,4,0
R03,6,2016,7,4,1
R06,7,2016,7,4,2
M01AB,0,2016,7,5,0
M01AE,1,2016,7,5,2
N02BA,2,2016,7,5,0
N02BE,3,2016,7,5,0
N05B,4,2016,7,5,0
N05C,5,2016,7,5,0
R03,6,2016,7,5,0
R06,7,2016,7,5,1
M01AB,0,2016,7,6,2
M01AE,1,2016,7,6,2
N02BA,2,2016,7,6,1
N02BE,3,2016,7,6,1
N05B,4,2016,7,6,1
N05C,5,2016,7,6,0
R03,6,2016,7,6,0
R06,7,2016,7,6,2
M01AB,0,2016,7,0,2
M01AE,1,2016,7,0,1
N02BA,2,2016,7,0,1
N02BE,3,2016,7,0,1
N05B,4,2016,7,0,0
N05C,5,2016,7,0,0
R03,6,2016,7,0,1
R06,7,2016,7,0,1
M01AB,0,2016,7,1,1
M01AE,1,2016,7,1,1
N02BA,2,2016,7,1,2
N02BE,3,2016,7,1,1
N05B,4,2016,7,1,0
N05C,5,2016,7,1,0
R03,6,2016,7,1,1
R06,7,2016,7,1,1
M01AB,0,2016,7,2,2
M01AE,1,2016,7,2,0
N02BA,2,2016,7,2,2
N02BE,3,2016,7,2,0
N05B,4,2016,7,2,0
N05C,5,2016,7,2,0
R03,6,2016,7,2,0
R06,7,2016,7,2,1
M01AB,0,2016,7,3,2
M01AE,1,2016,7,3,1
N02BA,2,2016,7,3,2
N02BE,3,2016,7,3,1
N05B,4,2016,7,3,1
N05C,5,2016,7,3,0
R03,6,2016,7,3,1
R06,7,2016,7,3,2
M01AB,0,2016,7,4,1
M01AE,1,2016,7,4,2
N02BA,2,2016,7,4,1
N02BE,3,2016,7,4,0
N05B,4,2016,7,4,2
N05C,5,2016,7,4,0
R03,6,2016,7,4,0
R06,7,2016,7,4,1
M01AB,0,2016,7,5,1
M01AE,1,2016,7,5,0
N02BA,2,2016,7,5,2
N02BE,3,2016,7,5,0
N05B,4,2016,7,5,0
N05C,5,2016,7,5,0
R03,6,2016,7,5,0
R06,7,2016,7,5,1
M01AB,0,2016,7,6,1
M01AE,1,2016,7,6,2
N02BA,2,2016,7,6,1
N02BE,3,2016,7,6,0
N05B,4,2016,7,6,1
N05C,5,2016,7,6,0
R03,6,2016,7,6,0
R06,7,2016,7,6,2
M01AB,0,2016,7,0,0
M01AE,1,2016,7,0,1
N02BA,2,2016,7,0,1
N02BE,3,2016,7,0,1
N05B,4,2016,7,0,0
N05C,5,2016,7,0,0
R03,6,2016,7,0,0
R06,7,2016,7,0,1
M01AB,0,2016,7,1,2
M01AE,1,2016,7,1,1
N02BA,2,2016,7,1,2
N02BE,3,2016,7,1,1
N05B,4,2016,7,1,1
N05C,5,2016,7,1,0
R03,6,2016,7,1,1
R06,7,2016,7,1,1
M01AB,0,2016,7,2,2
M01AE,1,2016,7,2,1
N02BA,2,2016,7,2,0
N02BE,3,2016,7,2,0
N05B,4,2016,7,2,2
N05C,5,2016,7,2,0
R03,6,2016,7,2,0
R06,7,2016,7,2,1
M01AB,0,2016,7,3,0
M01AE,1,2016,7,3,2
N02BA,2,2016,7,3,1
N02BE,3,2016,7,3,0
N05B,4,2016,7,3,0
N05C,5,2016,7,3,1
R03,6,2016,7,3,2
R06,7,2016,7,3,1
M01AB,0,2016,7,4,2
M01AE,1,2016,7,4,1
N02BA,2,2016,7,4,1
N02BE,3,2016,7,4,1
N05B,4,2016,7,4,1
N05C,5,2016,7,4,1
R03,6,2016,7,4,1
R06,7,2016,7,4,1
M01AB,0,2016,7,5,2
M01AE,1,2016,7,5,1
N02BA,2,2016,7,5,2
N02BE,3,2016,7,5,0
N05B,4,2016,7,5,2
N05C,5,2016,7,5,1
R03,6,2016,7,5,2
R06,7,2016,7,5,1
M01AB,0,2016,7,6,1
M01AE,1,2016,7,6,1
N02BA,2,2016,7,6,1
N02BE,3,2016,7,6,1
N05B,4,2016,7,6,1
N05C,5,2016,7,6,0
R03,6,2016,7,6,0
R06,7,2016,7,6,2
M01AB,0,2016,7,0,1
M01AE,1,2016,7,0,1
N02BA,2,2016,7,0,1
N02BE,3,2016,7,0,1
N05B,4,2016,7,0,0
N05C,5,2016,7,0,0
R03,6,2016,7,0,0
R06,7,2016,7,0,1
M01AB,0,2016,8,1,2
M01AE,1,2016,8,1,0
N02BA,2,2016,8,1,1
N02BE,3,2016,8,1,0
N05B,4,2016,8,1,1
N05C,5,2016,8,1,1
R03,6,2016,8,1,0
R06,7,2016,8,1,2
M01AB,0,2016,8,2,2
M01AE,1,2016,8,2,2
N02BA,2,2016,8,2,1
N02BE,3,2016,8,2,0
N05B,4,2016,8,2,1
N05C,5,2016,8,2,0
R03,6,2016,8,2,0
R06,7,2016,8,2,0
M01AB,0,2016,8,3,2
M01AE,1,2016,8,3,1
N02BA,2,2016,8,3,1
N02BE,3,2016,8,3,1
N05B,4,2016,8,3,1
N05C,5,2016,8,3,0
R03,6,2016,8,3,2
R06,7,2016,8,3,1
M01AB,0,2016,8,4,2
M01AE,1,2016,8,4,1
N02BA,2,2016,8,4,0
N02BE,3,2016,8,4,1
N05B,4,2016,8,4,1
N05C,5,2016,8,4,0
R03,6,2016,8,4,2
R06,7,2016,8,4,1
M01AB,0,2016,8,5,2
M01AE,1,2016,8,5,1
N02BA,2,2016,8,5,1
N02BE,3,2016,8,5,1
N05B,4,2016,8,5,2
N05C,5,2016,8,5,0
R03,6,2016,8,5,2
R06,7,2016,8,5,1
M01AB,0,2016,8,6,0
M01AE,1,2016,8,6,1
N02BA,2,2016,8,6,1
N02BE,3,2016,8,6,1
N05B,4,2016,8,6,2
N05C,5,2016,8,6,0
R03,6,2016,8,6,0
R06,7,2016,8,6,1
M01AB,0,2016,8,0,2
M01AE,1,2016,8,0,1
N02BA,2,2016,8,0,2
N02BE,3,2016,8,0,2
N05B,4,2016,8,0,1
N05C,5,2016,8,0,0
R03,6,2016,8,0,1
R06,7,2016,8,0,1
M01AB,0,2016,8,1,2
M01AE,1,2016,8,1,2
N02BA,2,2016,8,1,2
N02BE,3,2016,8,1,0
N05B,4,2016,8,1,2
N05C,5,2016,8,1,0
R03,6,2016,8,1,0
R06,7,2016,8,1,1
M01AB,0,2016,8,2,1
M01AE,1,2016,8,2,1
N02BA,2,2016,8,2,2
N02BE,3,2016,8,2,1
N05B,4,2016,8,2,2
N05C,5,2016,8,2,1
R03,6,2016,8,2,1
R06,7,2016,8,2,1
M01AB,0,2016,8,3,2
M01AE,1,2016,8,3,1
N02BA,2,2016,8,3,2
N02BE,3,2016,8,3,1
N05B,4,2016,8,3,1
N05C,5,2016,8,3,0
R03,6,2016,8,3,1
R06,7,2016,8,3,1
M01AB,0,2016,8,4,1
M01AE,1,2016,8,4,1
N02BA,2,2016,8,4,0
N02BE,3,2016,8,4,1
N05B,4,2016,8,4,0
N05C,5,2016,8,4,0
R03,6,2016,8,4,0
R06,7,2016,8,4,1
M01AB,0,2016,8,5,2
M01AE,1,2016,8,5,2
N02BA,2,2016,8,5,2
N02BE,3,2016,8,5,1
N05B,4,2016,8,5,1
N05C,5,2016,8,5,2
R03,6,2016,8,5,0
R06,7,2016,8,5,1
M01AB,0,2016,8,6,2
M01AE,1,2016,8,6,2
N02BA,2,2016,8,6,1
N02BE,3,2016,8,6,1
N05B,4,2016,8,6,0
N05C,5,2016,8,6,0
R03,6,2016,8,6,0
R06,7,2016,8,6,2
M01AB,0,2016,8,0,1
M01AE,1,2016,8,0,1
N02BA,2,2016,8,0,1
N02BE,3,2016,8,0,0
N05B,4,2016,8,0,0
N05C,5,2016,8,0,0
R03,6,2016,8,0,1
R06,7,2016,8,0,0
M01AB,0,2016,8,1,1
M01AE,1,2016,8,1,0
N02BA,2,2016,8,1,0
N02BE,3,2016,8,1,1
N05B,4,2016,8,1,1
N05C,5,2016,8,1,0
R03,6,2016,8,1,0
R06,7,2016,8,1,1
M01AB,0,2016,8,2,2
M01AE,1,2016,8,2,1
N02BA,2,2016,8,2,1
N02BE,3,2016,8,2,0
N05B,4,2016,8,2,0
N05C,5,2016,8,2,0
R03,6,2016,8,2,2
R06,7,2016,8,2,1
M01AB,0,2016,8,3,2
M01AE,1,2016,8,3,0
N02BA,2,2016,8,3,1
N02BE,3,2016,8,3,0
N05B,4,2016,8,3,1
N05C,5,2016,8,3,0
R03,6,2016,8,3,1
R06,7,2016,8,3,2
M01AB,0,2016,8,4,2
M01AE,1,2016,8,4,1
N02BA,2,2016,8,4,1
N02BE,3,2016,8,4,1
N05B,4,2016,8,4,1
N05C,5,2016,8,4,0
R03,6,2016,8,4,0
R06,7,2016,8,4,0
M01AB,0,2016,8,5,0
M01AE,1,2016,8,5,1
N02BA,2,2016,8,5,0
N02BE,3,2016,8,5,1
N05B,4,2016,8,5,1
N05C,5,2016,8,5,0
R03,6,2016,8,5,0
R06,7,2016,8,5,1
M01AB,0,2016,8,6,1
M01AE,1,2016,8,6,1
N02BA,2,2016,8,6,2
N02BE,3,2016,8,6,1
N05B,4,2016,8,6,0
N05C,5,2016,8,6,0
R03,6,2016,8,6,0
R06,7,2016,8,6,2
M01AB,0,2016,8,0,2
M01AE,1,2016,8,0,1
N02BA,2,2016,8,0,2
N02BE,3,2016,8,0,2
N05B,4,2016,8,0,0
N05C,5,2016,8,0,2
R03,6,2016,8,0,0
R06,7,2016,8,0,0
M01AB,0,2016,8,1,1
M01AE,1,2016,8,1,1
N02BA,2,2016,8,1,0
N02BE,3,2016,8,1,1
N05B,4,2016,8,1,0
N05C,5,2016,8,1,0
R03,6,2016,8,1,0
R06,7,2016,8,1,2
M01AB,0,2016,8,2,0
M01AE,1,2016,8,2,1
N02BA,2,2016,8,2,1
N02BE,3,2016,8,2,0
N05B,4,2016,8,2,1
N05C,5,2016,8,2,1
R03,6,2016,8,2,0
R06,7,2016,8,2,1
M01AB,0,2016,8,3,2
M01AE,1,2016,8,3,1
N02BA,2,2016,8,3,2
N02BE,3,2016,8,3,0
N05B,4,2016,8,3,0
N05C,5,2016,8,3,0
R03,6,2016,8,3,0
R06,7,2016,8,3,1
M01AB,0,2016,8,4,1
M01AE,1,2016,8,4,1
N02BA,2,2016,8,4,2
N02BE,3,2016,8,4,1
N05B,4,2016,8,4,0
N05C,5,2016,8,4,1
R03,6,2016,8,4,1
R06,7,2016,8,4,2
M01AB,0,2016,8,5,1
M01AE,1,2016,8,5,0
N02BA,2,2016,8,5,0
N02BE,3,2016,8,5,1
N05B,4,2016,8,5,0
N05C,5,2016,8,5,0
R03,6,2016,8,5,0
R06,7,2016,8,5,0
M01AB,0,2016,8,6,2
M01AE,1,2016,8,6,0
N02BA,2,2016,8,6,0
N02BE,3,2016,8,6,0
N05B,4,2016,8,6,0
N05C,5,2016,8,6,0
R03,6,2016,8,6,2
R06,7,2016,8,6,0
M01AB,0,2016,8,0,2
M01AE,1,2016,8,0,2
N02BA,2,2016,8,0,2
N02BE,3,2016,8,0,1
N05B,4,2016,8,0,0
N05C,5,2016,8,0,0
R03,6,2016,8,0,1
R06,7,2016,8,0,1
M01AB,0,2016,8,1,2
M01AE,1,2016,8,1,0
N02BA,2,2016,8,1,0
N02BE,3,2016,8,1,0
N05B,4,2016,8,1,0
N05C,5,2016,8,1,0
R03,6,2016,8,1,0
R06,7,2016,8,1,1
M01AB,0,2016,8,2,1
M01AE,1,2016,8,2,0
N02BA,2,2016,8,2,0
N02BE,3,2016,8,2,0
N05B,4,2016,8,2,0
N05C,5,2016,8,2,0
R03,6,2016,8,2,0
R06,7,2016,8,2,0
M01AB,0,2016,8,3,1
M01AE,1,2016,8,3,2
N02BA,2,2016,8,3,1
N02BE,3,2016,8,3,1
N05B,4,2016,8,3,0
N05C,5,2016,8,3,0
R03,6,2016,8,3,0
R06,7,2016,8,3,2
M01AB,0,2016,9,4,1
M01AE,1,2016,9,4,1
N02BA,2,2016,9,4,1
N02BE,3,2016,9,4,1
N05B,4,2016,9,4,0
N05C,5,2016,9,4,0
R03,6,2016,9,4,0
R06,7,2016,9,4,1
M01AB,0,2016,9,5,2
M01AE,1,2016,9,5,1
N02BA,2,2016,9,5,1
N02BE,3,2016,9,5,0
N05B,4,2016,9,5,2
N05C,5,2016,9,5,0
R03,6,2016,9,5,1
R06,7,2016,9,5,1
M01AB,0,2016,9,6,1
M01AE,1,2016,9,6,1
N02BA,2,2016,9,6,2
N02BE,3,2016,9,6,2
N05B,4,2016,9,6,0
N05C,5,2016,9,6,0
R03,6,2016,9,6,1
R06,7,2016,9,6,1
M01AB,0,2016,9,0,2
M01AE,1,2016,9,0,1
N02BA,2,2016,9,0,0
N02BE,3,2016,9,0,1
N05B,4,2016,9,0,1
N05C,5,2016,9,0,0
R03,6,2016,9,0,1
R06,7,2016,9,0,2
M01AB,0,2016,9,1,1
M01AE,1,2016,9,1,1
N02BA,2,2016,9,1,0
N02BE,3,2016,9,1,1
N05B,4,2016,9,1,1
N05C,5,2016,9,1,2
R03,6,2016,9,1,1
R06,7,2016,9,1,1
M01AB,0,2016,9,2,1
M01AE,1,2016,9,2,0
N02BA,2,2016,9,2,0
N02BE,3,2016,9,2,1
N05B,4,2016,9,2,2
N05C,5,2016,9,2,2
R03,6,2016,9,2,0
R06,7,2016,9,2,1
M01AB,0,2016,9,3,0
M01AE,1,2016,9,3,0
N02BA,2,2016,9,3,1
N02BE,3,2016,9,3,1
N05B,4,2016,9,3,2
N05C,5,2016,9,3,0
R03,6,2016,9,3,0
R06,7,2016,9,3,1
M01AB,0,2016,9,4,1
M01AE,1,2016,9,4,1
N02BA,2,2016,9,4,1
N02BE,3,2016,9,4,1
N05B,4,2016,9,4,1
N05C,5,2016,9,4,1
R03,6,2016,9,4,0
R06,7,2016,9,4,0
M01AB,0,2016,9,5,1
M01AE,1,2016,9,5,1
N02BA,2,2016,9,5,1
N02BE,3,2016,9,5,1
N05B,4,2016,9,5,1
N05C,5,2016,9,5,2
R03,6,2016,9,5,2
R06,7,2016,9,5,1
M01AB,0,2016,9,6,2
M01AE,1,2016,9,6,2
N02BA,2,2016,9,6,2
N02BE,3,2016,9,6,1
N05B,4,2016,9,6,1
N05C,5,2016,9,6,0
R03,6,2016,9,6,1
R06,7,2016,9,6,1
M01AB,0,2016,9,0,0
M01AE,1,2016,9,0,2
N02BA,2,2016,9,0,2
N02BE,3,2016,9,0,2
N05B,4,2016,9,0,1
N05C,5,2016,9,0,0
R03,6,2016,9,0,2
R06,7,2016,9,0,1
M01AB,0,2016,9,1,2
M01AE,1,2016,9,1,2
N02BA,2,2016,9,1,1
N02BE,3,2016,9,1,1
N05B,4,2016,9,1,1
N05C,5,2016,9,1,0
R03,6,2016,9,1,1
R06,7,2016,9,1,1
M01AB,0,2016,9,2,2
M01AE,1,2016,9,2,2
N02BA,2,2016,9,2,1
N02BE,3,2016,9,2,1
N05B,4,2016,9,2,2
N05C,5,2016,9,2,0
R03,6,2016,9,2,1
R06,7,2016,9,2,0
M01AB,0,2016,9,3,1
M01AE,1,2016,9,3,1
N02BA,2,2016,9,3,1
N02BE,3,2016,9,3,1
N05B,4,2016,9,3,1
N05C,5,2016,9,3,0
R03,6,2016,9,3,1
R06,7,2016,9,3,1
M01AB,0,2016,9,4,0
M01AE,1,2016,9,4,2
N02BA,2,2016,9,4,0
N02BE,3,2016,9,4,1
N05B,4,2016,9,4,2
N05C,5,2016,9,4,0
R03,6,2016,9,4,1
R06,7,2016,9,4,0
M01AB,0,2016,9,5,0
M01AE,1,2016,9,5,0
N02BA,2,2016,9,5,1
N02BE,3,2016,9,5,1
N05B,4,2016,9,5,2
N05C,5,2016,9,5,0
R03,6,2016,9,5,1
R06,7,2016,9,5,0
M01AB,0,2016,9,6,1
M01AE,1,2016,9,6,1
N02BA,2,2016,9,6,1
N02BE,3,2016,9,6,2
N05B,4,2016,9,6,1
N05C,5,2016,9,6,0
R03,6,2016,9,6,1
R06,7,2016,9,6,2
M01AB,0,2016,9,0,1
M01AE,1,2016,9,0,2
N02BA,2,2016,9,0,0
N02BE,3,2016,9,0,1
N05B,4,2016,9,0,0
N05C,5,2016,9,0,0
R03,6,2016,9,0,1
R06,7,2016,9,0,0
M01AB,0,2016,9,1,1
M01AE,1,2016,9,1,1
N02BA,2,2016,9,1,1
N02BE,3,2016,9,1,1
N05B,4,2016,9,1,1
N05C,5,2016,9,1,2
R03,6,2016,9,1,0
R06,7,2016,9,1,0
M01AB,0,2016,9,2,1
M01AE,1,2016,9,2,1
N02BA,2,2016,9,2,1
N02BE,3,2016,9,2,1
N05B,4,2016,9,2,2
N05C,5,2016,9,2,0
R03,6,2016,9,2,1
R06,7,2016,9,2,0
M01AB,0,2016,9,3,2
M01AE,1,2016,9,3,1
N02BA,2,2016,9,3,1
N02BE,3,2016,9,3,1
N05B,4,2016,9,3,1
N05C,5,2016,9,3,0
R03,6,2016,9,3,1
R06,7,2016,9,3,1
M01AB,0,2016,9,4,1
M01AE,1,2016,9,4,0
N02BA,2,2016,9,4,1
N02BE,3,2016,9,4,1
N05B,4,2016,9,4,1
N05C,5,2016,9,4,0
R03,6,2016,9,4,1
R06,7,2016,9,4,1
M01AB,0,2016,9,5,0
M01AE,1,2016,9,5,2
N02BA,2,2016,9,5,2
N02BE,3,2016,9,5,1
N05B,4,2016,9,5,2
N05C,5,2016,9,5,2
R03,6,2016,9,5,1
R06,7,2016,9,5,0
M01AB,0,2016,9,6,0
M01AE,1,2016,9,6,1
N02BA,2,2016,9,6,2
N02BE,3,2016,9,6,2
N05B,4,2016,9,6,1
N05C,5,2016,9,6,0
R03,6,2016,9,6,0
R06,7,2016,9,6,0
M01AB,0,2016,9,0,1
M01AE,1,2016,9,0,1
N02BA,2,2016,9,0,1
N02BE,3,2016,9,0,2
N05B,4,2016,9,0,0
N05C,5,2016,9,0,0
R03,6,2016,9,0,2
R06,7,2016,9,0,1
M01AB,0,2016,9,1,1
M01AE,1,2016,9,1,0
N02BA,2,2016,9,1,1
N02BE,3,2016,9,1,2
N05B,4,2016,9,1,0
N05C,5,2016,9,1,2
R03,6,2016,9,1,1
R06,7,2016,9,1,0
M01AB,0,2016,9,2,2
M01AE,1,2016,9,2,1
N02BA,2,2016,9,2,2
N02BE,3,2016,9,2,2
N05B,4,2016,9,2,2
N05C,5,2016,9,2,2
R03,6,2016,9,2,0
R06,7,2016,9,2,1
M01AB,0,2016,9,3,2
M01AE,1,2016,9,3,0
N02BA,2,2016,9,3,2
N02BE,3,2016,9,3,2
N05B,4,2016,9,3,0
N05C,5,2016,9,3,0
R03,6,2016,9,3,0
R06,7,2016,9,3,1
M01AB,0,2016,9,4,2
M01AE,1,2016,9,4,0
N02BA,2,2016,9,4,1
N02BE,3,2016,9,4,2
N05B,4,2016,9,4,0
N05C,5,2016,9,4,0
R03,6,2016,9,4,0
R06,7,2016,9,4,1
M01AB,0,2016,9,5,2
M01AE,1,2016,9,5,1
N02BA,2,2016,9,5,1
N02BE,3,2016,9,5,1
N05B,4,2016,9,5,0
N05C,5,2016,9,5,0
R03,6,2016,9,5,2
R06,7,2016,9,5,1
M01AB,0,2016,10,6,2
M01AE,1,2016,10,6,2
N02BA,2,2016,10,6,0
N02BE,3,2016,10,6,2
N05B,4,2016,10,6,0
N05C,5,2016,10,6,0
R03,6,2016,10,6,1
R06,7,2016,10,6,1
M01AB,0,2016,10,0,2
M01AE,1,2016,10,0,1
N02BA,2,2016,10,0,2
N02BE,3,2016,10,0,2
N05B,4,2016,10,0,1
N05C,5,2016,10,0,0
R03,6,2016,10,0,2
R06,7,2016,10,0,1
M01AB,0,2016,10,1,1
M01AE,1,2016,10,1,2
N02BA,2,2016,10,1,1
N02BE,3,2016,10,1,2
N05B,4,2016,10,1,0
N05C,5,2016,10,1,2
R03,6,2016,10,1,2
R06,7,2016,10,1,1
M01AB,0,2016,10,2,1
M01AE,1,2016,10,2,1
N02BA,2,2016,10,2,2
N02BE,3,2016,10,2,2
N05B,4,2016,10,2,1
N05C,5,2016,10,2,0
R03,6,2016,10,2,2
R06,7,2016,10,2,1
M01AB,0,2016,10,3,1
M01AE,1,2016,10,3,1
N02BA,2,2016,10,3,1
N02BE,3,2016,10,3,2
N05B,4,2016,10,3,1
N05C,5,2016,10,3,0
R03,6,2016,10,3,0
R06,7,2016,10,3,0
M01AB,0,2016,10,4,1
M01AE,1,2016,10,4,1
N02BA,2,2016,10,4,2
N02BE,3,2016,10,4,2
N05B,4,2016,10,4,0
N05C,5,2016,10,4,0
R03,6,2016,10,4,1
R06,7,2016,10,4,0
M01AB,0,2016,10,5,1
M01AE,1,2016,10,5,1
N02BA,2,2016,10,5,2
N02BE,3,2016,10,5,2
N05B,4,2016,10,5,0
N05C,5,2016,10,5,0
R03,6,2016,10,5,0
R06,7,2016,10,5,0
M01AB,0,2016,10,6,2
M01AE,1,2016,10,6,2
N02BA,2,2016,10,6,1
N02BE,3,2016,10,6,2
N05B,4,2016,10,6,0
N05C,5,2016,10,6,0
R03,6,2016,10,6,1
R06,7,2016,10,6,2
M01AB,0,2016,10,0,2
M01AE,1,2016,10,0,1
N02BA,2,2016,10,0,2
N02BE,3,2016,10,0,2
N05B,4,2016,10,0,0
N05C,5,2016,10,0,0
R03,6,2016,10,0,2
R06,7,2016,10,0,0
M01AB,0,2016,10,1,0
M01AE,1,2016,10,1,1
N02BA,2,2016,10,1,1
N02BE,3,2016,10,1,1
N05B,4,2016,10,1,0
N05C,5,2016,10,1,0
R03,6,2016,10,1,1
R06,7,2016,10,1,0
M01AB,0,2016,10,2,2
M01AE,1,2016,10,2,1
N02BA,2,2016,10,2,2
N02BE,3,2016,10,2,2
N05B,4,2016,10,2,2
N05C,5,2016,10,2,1
R03,6,2016,10,2,1
R06,7,2016,10,2,0
M01AB,0,2016,10,3,2
M01AE,1,2016,10,3,1
N02BA,2,2016,10,3,0
N02BE,3,2016,10,3,2
N05B,4,2016,10,3,2
N05C,5,2016,10,3,1
R03,6,2016,10,3,2
R06,7,2016,10,3,1
M01AB,0,2016,10,4,1
M01AE,1,2016,10,4,1
N02BA,2,2016,10,4,1
N02BE,3,2016,10,4,2
N05B,4,2016,10,4,2
N05C,5,2016,10,4,0
R03,6,2016,10,4,1
R06,7,2016,10,4,1
M01AB,0,2016,10,5,2
M01AE,1,2016,10,5,1
N02BA,2,2016,10,5,1
N02BE,3,2016,10,5,2
N05B,4,2016,10,5,2
N05C,5,2016,10,5,0
R03,6,2016,10,5,2
R06,7,2016,10,5,0
M01AB,0,2016,10,6,1
M01AE,1,2016,10,6,2
N02BA,2,2016,10,6,1
N02BE,3,2016,10,6,2
N05B,4,2016,10,6,2
N05C,5,2016,10,6,1
R03,6,2016,10,6,2
R06,7,2016,10,6,0
M01AB,0,2016,10,0,2
M01AE,1,2016,10,0,1
N02BA,2,2016,10,0,2
N02BE,3,2016,10,0,2
N05B,4,2016,10,0,0
N05C,5,2016,10,0,0
R03,6,2016,10,0,1
R06,7,2016,10,0,2
M01AB,0,2016,10,1,0
M01AE,1,2016,10,1,1
N02BA,2,2016,10,1,1
N02BE,3,2016,10,1,2
N05B,4,2016,10,1,0
N05C,5,2016,10,1,0
R03,6,2016,10,1,2
R06,7,2016,10,1,0
M01AB,0,2016,10,2,0
M01AE,1,2016,10,2,1
N02BA,2,2016,10,2,2
N02BE,3,2016,10,2,2
N05B,4,2016,10,2,1
N05C,5,2016,10,2,2
R03,6,2016,10,2,1
R06,7,2016,10,2,1
M01AB,0,2016,10,3,1
M01AE,1,2016,10,3,2
N02BA,2,2016,10,3,1
N02BE,3,2016,10,3,1
N05B,4,2016,10,3,1
N05C,5,2016,10,3,0
R03,6,2016,10,3,1
R06,7,2016,10,3,0
M01AB,0,2016,10,4,0
M01AE,1,2016,10,4,2
N02BA,2,2016,10,4,2
N02BE,3,2016,10,4,2
N05B,4,2016,10,4,0
N05C,5,2016,10,4,0
R03,6,2016,10,4,1
R06,7,2016,10,4,1
M01AB,0,2016,10,5,2
M01AE,1,2016,10,5,1
N02BA,2,2016,10,5,0
N02BE,3,2016,10,5,2
N05B,4,2016,10,5,0
N05C,5,2016,10,5,0
R03,6,2016,10,5,1
R06,7,2016,10,5,1
M01AB,0,2016,10,6,2
M01AE,1,2016,10,6,1
N02BA,2,2016,10,6,1
N02BE,3,2016,10,6,1
N05B,4,2016,10,6,0
N05C,5,2016,10,6,0
R03,6,2016,10,6,2
R06,7,2016,10,6,1
M01AB,0,2016,10,0,2
M01AE,1,2016,10,0,2
N02BA,2,2016,10,0,1
N02BE,3,2016,10,0,2
N05B,4,2016,10,0,1
N05C,5,2016,10,0,0
R03,6,2016,10,0,2
R06,7,2016,10,0,1
M01AB,0,2016,10,1,0
M01AE,1,2016,10,1,1
N02BA,2,2016,10,1,2
N02BE,3,2016,10,1,1
N05B,4,2016,10,1,0
N05C,5,2016,10,1,1
R03,6,2016,10,1,1
R06,7,2016,10,1,0
M01AB,0,2016,10,2,1
M01AE,1,2016,10,2,1
N02BA,2,2016,10,2,2
N02BE,3,2016,10,2,2
N05B,4,2016,10,2,1
N05C,5,2016,10,2,0
R03,6,2016,10,2,1
R06,7,2016,10,2,0
M01AB,0,2016,10,3,0
M01AE,1,2016,10,3,1
N02BA,2,2016,10,3,2
N02BE,3,2016,10,3,1
N05B,4,2016,10,3,1
N05C,5,2016,10,3,0
R03,6,2016,10,3,1
R06,7,2016,10,3,0
M01AB,0,2016,10,4,1
M01AE,1,2016,10,4,0
N02BA,2,2016,10,4,1
N02BE,3,2016,10,4,1
N05B,4,2016,10,4,1
N05C,5,2016,10,4,2
R03,6,2016,10,4,1
R06,7,2016,10,4,0
M01AB,0,2016,10,5,2
M01AE,1,2016,10,5,1
N02BA,2,2016,10,5,2
N02BE,3,2016,10,5,1
N05B,4,2016,10,5,1
N05C,5,2016,10,5,0
R03,6,2016,10,5,1
R06,7,2016,10,5,0
M01AB,0,2016,10,6,2
M01AE,1,2016,10,6,1
N02BA,2,2016,10,6,2
N02BE,3,2016,10,6,2
N05B,4,2016,10,6,2
N05C,5,2016,10,6,0
R03,6,2016,10,6,2
R06,7,2016,10,6,2
M01AB,0,2016,10,0,1
M01AE,1,2016,10,0,2
N02BA,2,2016,10,0,2
N02BE,3,2016,10,0,2
N05B,4,2016,10,0,0
N05C,5,2016,10,0,0
R03,6,2016,10,0,0
R06,7,2016,10,0,1
M01AB,0,2016,10,1,0
M01AE,1,2016,10,1,1
N02BA,2,2016,10,1,1
N02BE,3,2016,10,1,2
N05B,4,2016,10,1,1
N05C,5,2016,10,1,0
R03,6,2016,10,1,2
R06,7,2016,10,1,2
M01AB,0,2016,11,2,0
M01AE,1,2016,11,2,0
N02BA,2,2016,11,2,1
N02BE,3,2016,11,2,1
N05B,4,2016,11,2,2
N05C,5,2016,11,2,0
R03,6,2016,11,2,1
R06,7,2016,11,2,1
M01AB,0,2016,11,3,1
M01AE,1,2016,11,3,1
N02BA,2,2016,11,3,1
N02BE,3,2016,11,3,2
N05B,4,2016,11,3,0
N05C,5,2016,11,3,0
R03,6,2016,11,3,1
R06,7,2016,11,3,1
M01AB,0,2016,11,4,0
M01AE,1,2016,11,4,0
N02BA,2,2016,11,4,1
N02BE,3,2016,11,4,2
N05B,4,2016,11,4,0
N05C,5,2016,11,4,0
R03,6,2016,11,4,0
R06,7,2016,11,4,0
