datum,M01AB,M01AE,N02BA,N02BE,N05B,N05C,R03,R06,Year,Month,Weekday Name,Total_Sales,High_Demand,Weekday_Encoded
2015-05-01,5.34,1.68,4.94,11.4,4.0,0.0,0.0,4.7,2015,5,Friday,32.06,0,5
2015-05-02,5.0,3.66,3.0,47.8,6.0,2.0,0.0,5.0,2015,5,Saturday,72.46,1,6
2015-05-03,6.67,1.066,2.1,19.2,4.0,0.0,1.0,6.0,2015,5,Sunday,40.036,0,0
2015-05-04,4.0,4.723,8.6,36.0,5.0,1.0,10.0,3.3,2015,5,Monday,72.623,1,1
2015-05-05,3.34,3.462,2.0,19.0,6.0,0.0,5.0,2.5,2015,5,Tuesday,41.302,0,2
2015-05-06,4.66,6.497,2.0,40.2,11.0,0.0,0.0,6.0,2015,5,Wednesday,70.357,1,3
2015-05-07,2.0,3.34,2.0,21.0,4.0,1.0,5.0,10.0,2015,5,Thursday,48.34,0,4
2015-05-08,1.0,6.34,5.0,16.0,8.0,0.0,4.0,1.0,2015,5,Friday,41.34,0,5
2015-05-09,3.66,4.34,7.4,21.0,11.0,1.0,1.0,6.0,2015,5,Saturday,55.4,0,6
2015-05-10,3.34,5.427,3.8,13.0,3.0,0.0,1.0,10.0,2015,5,Sunday,39.567,0,0
2015-05-11,3.33,6.66,5.9,21.0,3.0,0.0,6.0,4.0,2015,5,Monday,49.89,0,1
2015-05-12,7.33,1.99,8.2,22.95,13.0,0.0,0.0,8.0,2015,5,Tuesday,61.47,1,2
2015-05-13,8.0,3.44,9.0,28.4,5.0,0.0,2.0,4.5,2015,5,Wednesday,60.34,1,3
2015-05-14,3.0,5.067,3.0,14.0,1.0,0.0,0.0,5.0,2015,5,Thursday,31.067,0,4
2015-05-15,3.34,6.53,4.3,48.4,8.0,0.0,4.0,3.2,2015,5,Friday,77.77,1,5
2015-05-16,5.0,4.066,4.1,40.4,4.0,0.0,0.0,4.0,2015,5,Saturday,61.566,1,6
2015-05-17,5.0,3.33,5.0,23.2,0.0,0.0,0.0,8.0,2015,5,Sunday,44.53,0,0
2015-05-18,7.0,2.713,5.2,21.4,6.0,1.0,2.0,2.2,2015,5,Monday,47.513000000000005,0,1
2015-05-19,3.0,1.66,3.0,20.0,8.0,0.0,0.0,3.0,2015,5,Tuesday,38.66,0,2
2015-05-20,5.67,6.465,2.0,17.0,12.0,1.0,5.0,6.0,2015,5,Wednesday,55.135,0,3
2015-05-21,6.0,1.957,3.0,10.0,5.0,0.0,1.0,3.3,2015,5,Thursday,30.257,0,4
2015-05-22,3.0,0.198,2.0,15.0,8.0,0.0,0.0,7.0,2015,5,Friday,35.198,0,5
2015-05-23,5.68,2.69,5.0,23.45,10.0,0.0,2.0,7.0,2015,5,Saturday,55.82,0,6
2015-05-24,5.33,7.769,3.0,20.0,5.0,0.0,0.0,1.3,2015,5,Sunday,42.399,0,0
2015-05-25,9.66,3.33,4.0,30.0,11.0,3.0,0.0,3.0,2015,5,Monday,63.99,1,1
2015-05-26,7.34,3.34,4.5,27.0,11.0,0.0,22.0,10.0,2015,5,Tuesday,85.18,1,2
2015-05-27,4.0,2.66,2.0,24.2,7.0,0.0,0.0,1.0,2015,5,Wednesday,40.86,0,3
2015-05-28,6.0,2.33,6.7,17.1,3.0,0.0,20.0,3.0,2015,5,Thursday,58.13,0,4
2015-05-29,6.33,5.01,3.0,41.8,6.0,0.0,5.0,3.0,2015,5,Friday,70.14,1,5
2015-05-30,14.0,2.68,6.0,24.5,4.0,0.0,4.0,8.0,2015,5,Saturday,63.18,1,6
2015-05-31,3.0,4.697,6.3,31.5,2.0,0.0,0.0,10.5,2015,5,Sunday,57.997,0,0
2015-06-01,4.66,5.0,2.5,23.55,12.0,0.0,2.0,3.0,2015,6,Monday,52.71,0,1
2015-06-02,8.33,8.0,7.9,24.0,10.0,4.0,3.0,6.0,2015,6,Tuesday,71.22999999999999,1,2
2015-06-03,5.0,1.66,5.3,30.0,9.0,0.0,6.0,2.0,2015,6,Wednesday,58.96,1,3
2015-06-04,2.33,4.0,3.0,20.0,5.0,0.0,2.0,2.0,2015,6,Thursday,38.33,0,4
2015-06-05,5.0,0.67,5.0,13.0,6.0,0.0,1.0,7.0,2015,6,Friday,37.67,0,5
2015-06-06,3.68,3.68,2.0,16.0,6.0,0.0,17.0,2.0,2015,6,Saturday,50.36,0,6
2015-06-07,6.34,5.01,2.0,17.0,6.0,1.0,22.0,6.0,2015,6,Sunday,65.35,1,0
2015-06-08,6.0,5.66,2.5,31.0,10.0,1.0,3.0,7.0,2015,6,Monday,66.16,1,1
2015-06-09,3.0,4.0,4.0,26.6,14.0,0.0,0.0,4.6,2015,6,Tuesday,56.2,0,2
2015-06-10,4.34,3.01,8.0,18.676,6.0,0.0,7.0,2.0,2015,6,Wednesday,49.026,0,3
2015-06-11,6.0,2.33,5.1,38.3,11.0,0.0,1.0,3.0,2015,6,Thursday,66.72999999999999,1,4
2015-06-12,1.67,1.66,2.0,17.5,2.0,2.0,0.0,5.0,2015,6,Friday,31.83,0,5
2015-06-13,2.33,4.66,7.3,21.4,6.0,0.0,12.0,4.0,2015,6,Saturday,57.69,0,6
2015-06-14,5.0,3.67,1.6,14.0,6.0,0.0,3.0,2.0,2015,6,Sunday,35.27,0,0
2015-06-15,4.0,3.36,5.0,37.0,9.0,0.0,6.0,9.0,2015,6,Monday,73.36,1,1
2015-06-16,7.0,3.34,4.0,20.0,6.0,0.0,8.0,5.0,2015,6,Tuesday,53.34,0,2
2015-06-17,3.66,3.32,8.66,24.0,10.0,1.0,20.0,2.0,2015,6,Wednesday,72.64,1,3
2015-06-18,3.0,5.33,7.0,24.6,4.0,0.0,23.0,3.6,2015,6,Thursday,70.53,1,4
2015-06-19,5.33,4.01,3.1,24.0,13.0,2.0,10.0,6.3,2015,6,Friday,67.74,1,5
2015-06-20,9.34,3.0,3.0,26.8,5.0,0.0,10.0,7.0,2015,6,Saturday,64.14,1,6
2015-06-21,9.34,0.68,5.0,18.0,5.0,0.0,6.0,2.0,2015,6,Sunday,46.02,0,0
2015-06-22,5.17,6.99,9.6,29.062,0.0,0.0,1.0,5.0,2015,6,Monday,56.822,0,1
2015-06-23,4.67,5.67,3.5,19.0,7.0,0.0,5.0,5.0,2015,6,Tuesday,49.84,0,2
2015-06-24,3.83,4.0,7.0,23.8,5.0,1.0,4.0,3.0,2015,6,Wednesday,51.63,0,3
2015-06-25,6.33,4.34,6.0,24.125,4.0,0.0,0.0,3.0,2015,6,Thursday,47.795,0,4
2015-06-26,7.17,0.33,2.0,29.0,3.0,0.0,1.0,4.0,2015,6,Friday,46.5,0,5
2015-06-27,7.33,3.33,6.0,36.0,10.0,0.0,1.0,2.0,2015,6,Saturday,65.66,1,6
2015-06-28,5.34,4.65,7.4,12.0,0.0,0.0,6.0,6.0,2015,6,Sunday,41.39,0,0
2015-06-29,5.68,3.66,4.0,22.0,15.0,0.0,11.0,3.0,2015,6,Monday,64.34,1,1
2015-06-30,1.0,4.67,6.0,35.0,12.0,0.0,2.0,4.3,2015,6,Tuesday,64.97,1,2
2015-07-01,8.83,5.68,5.4,18.25,14.0,1.0,12.0,10.0,2015,7,Wednesday,75.16,1,3
2015-07-02,3.0,2.0,1.0,23.15,3.0,0.0,1.0,2.0,2015,7,Thursday,35.15,0,4
2015-07-03,5.5,4.33,3.5,24.5,10.0,0.0,8.0,4.0,2015,7,Friday,59.83,1,5
2015-07-04,7.35,2.34,4.2,15.2,2.0,0.0,0.0,3.0,2015,7,Saturday,34.09,0,6
2015-07-05,5.0,4.34,4.2,14.0,10.0,0.0,1.0,4.0,2015,7,Sunday,42.54,0,0
2015-07-06,5.5,4.68,2.0,20.0,8.0,0.0,3.0,3.0,2015,7,Monday,46.18,0,1
2015-07-07,4.84,4.68,2.3,19.6,5.0,0.0,3.0,7.0,2015,7,Tuesday,46.42,0,2
2015-07-08,2.0,1.35,3.0,18.6,6.0,0.0,5.0,3.0,2015,7,Wednesday,38.95,0,3
2015-07-09,2.34,1.67,2.0,32.75,4.0,0.0,0.0,5.0,2015,7,Thursday,47.76,0,4
2015-07-10,5.5,6.34,5.0,37.0,15.0,0.0,8.0,6.0,2015,7,Friday,82.84,1,5
2015-07-11,4.0,2.33,4.9,45.0,9.0,0.0,2.0,10.0,2015,7,Saturday,77.23,1,6
2015-07-12,6.33,5.33,5.0,25.3,5.0,0.0,0.0,6.5,2015,7,Sunday,53.46,0,0
2015-07-13,3.68,0.66,8.0,22.55,5.0,0.0,0.0,3.0,2015,7,Monday,42.89,0,1
2015-07-14,0.34,4.33,5.0,14.0,1.0,0.0,2.0,2.0,2015,7,Tuesday,28.67,0,2
2015-07-15,8.49,1.66,4.0,20.2,5.0,0.0,1.0,9.0,2015,7,Wednesday,49.35,0,3
2015-07-16,8.34,3.33,1.0,18.0,3.0,0.0,2.0,4.0,2015,7,Thursday,39.67,0,4
2015-07-17,2.5,1.33,1.0,28.0,3.0,0.0,0.0,2.3,2015,7,Friday,38.13,0,5
2015-07-18,3.68,7.38,2.0,25.0,8.0,3.0,1.0,3.0,2015,7,Saturday,53.06,0,6
2015-07-19,11.68,1.68,2.0,15.0,1.0,0.0,1.0,3.0,2015,7,Sunday,35.36,0,0
2015-07-20,5.84,4.67,5.0,41.0,4.0,0.0,0.0,2.0,2015,7,Monday,62.51,1,1
2015-07-21,4.68,1.0,3.2,14.25,7.0,0.0,1.0,4.0,2015,7,Tuesday,35.129999999999995,0,2
2015-07-22,9.33,0.34,5.0,22.0,10.0,0.0,5.0,3.0,2015,7,Wednesday,54.67,0,3
2015-07-23,1.5,4.0,3.0,14.0,3.0,0.0,0.0,2.0,2015,7,Thursday,27.5,0,4
2015-07-24,6.0,6.34,3.6,29.6,9.0,1.0,1.0,10.0,2015,7,Friday,66.53999999999999,1,5
2015-07-25,4.0,4.0,5.0,22.0,7.0,1.0,0.0,4.0,2015,7,Saturday,47.0,0,6
2015-07-26,5.0,2.99,3.0,29.0,4.0,0.0,0.0,0.0,2015,7,Sunday,43.99,0,0
2015-07-27,7.34,3.34,7.0,24.0,9.0,0.0,0.0,1.5,2015,7,Monday,52.18,0,1
2015-07-28,14.18,6.02,1.0,15.2,14.0,0.0,1.0,3.0,2015,7,Tuesday,54.4,0,2
2015-07-29,10.34,3.34,4.0,21.378,8.0,0.0,2.0,1.0,2015,7,Wednesday,50.058,0,3
2015-07-30,3.0,3.33,14.0,16.3,3.0,0.0,0.0,4.0,2015,7,Thursday,43.63,0,4
2015-07-31,5.5,9.0,6.2,24.0,8.0,0.0,0.0,6.0,2015,7,Friday,58.7,1,5
2015-08-01,5.0,5.0,4.0,19.0,14.0,0.0,0.0,2.0,2015,8,Saturday,49.0,0,6
2015-08-02,5.0,6.7,4.0,15.0,9.0,0.0,0.0,2.0,2015,8,Sunday,41.7,0,0
2015-08-03,1.5,2.33,1.5,23.0,3.5,1.0,5.0,1.0,2015,8,Monday,38.83,0,1
2015-08-04,6.34,2.33,3.0,23.0,5.0,1.0,0.0,4.0,2015,8,Tuesday,44.67,0,2
2015-08-05,5.0,3.33,4.2,22.2,3.5,0.0,0.0,1.0,2015,8,Wednesday,39.23,0,3
2015-08-06,5.33,1.67,8.0,35.0,11.0,0.0,3.0,2.0,2015,8,Thursday,66.0,1,4
2015-08-07,4.33,4.0,6.0,22.0,9.0,2.0,1.0,6.0,2015,8,Friday,54.33,0,5
2015-08-08,6.33,5.33,7.0,22.0,5.0,0.0,0.0,0.7,2015,8,Saturday,46.36,0,6
2015-08-09,5.0,3.66,2.0,21.0,5.0,0.0,2.0,3.0,2015,8,Sunday,41.66,0,0
2015-08-10,3.67,5.68,4.2,29.0,12.5,0.0,1.0,5.0,2015,8,Monday,61.05,1,1
2015-08-11,12.33,6.66,7.4,18.1,10.0,0.0,0.0,4.0,2015,8,Tuesday,58.49,1,2
2015-08-12,8.67,7.693,4.0,28.2,9.5,0.0,1.0,1.0,2015,8,Wednesday,60.063,1,3
2015-08-13,8.0,2.0,6.0,23.438,9.0,0.0,3.0,3.0,2015,8,Thursday,54.438,0,4
2015-08-14,3.0,4.66,4.0,16.7,5.0,0.0,1.0,4.0,2015,8,Friday,38.36,0,5
2015-08-15,3.34,6.34,6.0,35.0,14.0,1.0,1.0,1.0,2015,8,Saturday,67.68,1,6
2015-08-16,2.0,4.67,2.0,19.25,4.0,2.0,0.0,2.0,2015,8,Sunday,35.92,0,0
2015-08-17,8.0,3.0,3.0,33.0,6.0,0.0,0.0,2.0,2015,8,Monday,55.0,0,1
2015-08-18,6.01,2.67,3.0,24.0,16.0,0.0,3.0,1.0,2015,8,Tuesday,55.68,0,2
2015-08-19,6.33,2.66,8.0,28.0,15.0,0.0,3.0,3.0,2015,8,Wednesday,65.99000000000001,1,3
2015-08-20,3.5,3.68,5.0,19.0,6.0,1.0,0.0,0.0,2015,8,Thursday,38.18,0,4
2015-08-21,6.0,0.67,3.0,34.0,8.0,1.0,1.0,4.0,2015,8,Friday,57.67,0,5
2015-08-22,2.34,6.736,4.0,28.0,6.0,3.0,1.0,6.0,2015,8,Saturday,57.076,0,6
2015-08-23,8.99,5.33,3.0,28.0,8.0,0.0,2.0,2.0,2015,8,Sunday,57.32,0,0
2015-08-24,8.5,3.66,3.4,45.1,8.0,0.0,0.0,1.0,2015,8,Monday,69.66,1,1
2015-08-25,2.34,2.67,4.0,23.5,20.0,0.0,1.0,3.0,2015,8,Tuesday,56.51,0,2
2015-08-26,2.67,4.02,7.3,27.0,7.0,0.0,1.0,6.0,2015,8,Wednesday,54.99,0,3
2015-08-27,9.33,3.0,4.5,32.0,8.0,0.0,0.0,3.0,2015,8,Thursday,59.83,1,4
2015-08-28,7.0,8.67,1.0,15.1,12.0,0.0,0.0,3.0,2015,8,Friday,46.77,0,5
2015-08-29,10.84,10.34,4.0,23.2,4.0,3.0,3.0,2.0,2015,8,Saturday,60.38,1,6
2015-08-30,11.0,6.02,3.5,21.0,3.0,0.0,6.0,4.0,2015,8,Sunday,54.52,0,0
2015-08-31,4.0,9.34,3.4,38.0,9.5,0.0,6.0,2.0,2015,8,Monday,72.24,1,1
2015-09-01,8.18,2.84,4.4,28.25,8.0,0.0,0.0,3.0,2015,9,Tuesday,54.67,0,2
2015-09-02,5.33,7.0,3.0,31.3,9.5,0.0,5.0,5.0,2015,9,Wednesday,66.13,1,3
2015-09-03,1.34,3.68,2.2,19.0,13.0,0.0,4.0,2.0,2015,9,Thursday,45.22,0,4
2015-09-04,3.34,2.68,3.1,20.0,8.0,1.0,1.0,2.0,2015,9,Friday,41.12,0,5
2015-09-05,8.83,6.01,3.2,20.0,10.5,1.0,6.0,4.0,2015,9,Saturday,59.54,1,6
2015-09-06,8.33,9.67,6.0,23.6,8.0,1.0,0.0,3.0,2015,9,Sunday,59.6,1,0
2015-09-07,4.34,6.124,2.5,32.8,7.0,1.0,5.0,2.0,2015,9,Monday,60.764,1,1
2015-09-08,2.67,1.693,5.0,29.2,4.0,0.0,2.0,4.0,2015,9,Tuesday,48.563,0,2
2015-09-09,2.0,3.0,1.0,34.7,8.0,0.0,2.0,2.0,2015,9,Wednesday,52.7,0,3
2015-09-10,6.0,3.99,4.2,21.2,18.0,0.0,2.0,2.0,2015,9,Thursday,57.39,0,4
2015-09-11,11.33,5.0,9.0,30.0,9.0,0.0,2.0,2.0,2015,9,Friday,68.33,1,5
2015-09-12,4.66,7.66,5.2,63.3,6.0,3.0,0.0,2.0,2015,9,Saturday,91.82,1,6
2015-09-13,7.33,6.165,7.2,25.0,4.0,0.0,11.0,3.0,2015,9,Sunday,63.695,1,0
2015-09-14,4.68,5.0,1.0,31.3,14.0,0.0,0.0,0.0,2015,9,Monday,55.98,0,1
2015-09-15,3.33,5.076,4.2,23.8,7.5,0.0,6.0,5.0,2015,9,Tuesday,54.906,0,2
2015-09-16,0.67,4.835,2.2,16.6,6.0,0.0,2.0,1.0,2015,9,Wednesday,33.305,0,3
2015-09-17,9.83,6.33,0.0,35.5,3.0,0.0,1.0,2.0,2015,9,Thursday,57.66,0,4
2015-09-18,3.34,1.33,3.0,16.0,4.0,0.0,4.0,3.0,2015,9,Friday,34.67,0,5
2015-09-19,6.83,0.99,7.0,37.0,7.0,0.0,4.0,5.0,2015,9,Saturday,67.82,1,6
2015-09-20,9.99,3.99,6.5,28.9,15.0,0.0,0.0,2.0,2015,9,Sunday,66.38,1,0
2015-09-21,2.0,10.0,2.0,46.7,6.0,0.0,0.0,2.0,2015,9,Monday,68.7,1,1
2015-09-22,6.99,1.33,4.0,19.5,10.0,2.0,5.0,5.0,2015,9,Tuesday,53.82,0,2
2015-09-23,6.16,4.056,3.3,34.65,7.0,0.0,2.0,1.0,2015,9,Wednesday,58.166,0,3
2015-09-24,2.99,4.34,4.2,37.6,7.0,0.0,0.0,0.0,2015,9,Thursday,56.13,0,4
2015-09-25,4.83,4.98,5.2,25.2,11.0,0.0,1.0,3.0,2015,9,Friday,55.21,0,5
2015-09-26,12.42,3.33,2.5,33.0,6.0,1.0,7.0,2.0,2015,9,Saturday,67.25,1,6
2015-09-27,5.83,3.0,2.3,10.425,3.0,1.0,2.0,1.0,2015,9,Sunday,28.555,0,0
2015-09-28,1.0,1.33,2.0,15.4,8.0,0.0,17.0,2.0,2015,9,Monday,46.73,0,1
2015-09-29,6.33,4.363,1.0,39.7,7.0,0.0,0.0,0.0,2015,9,Tuesday,58.393,0,2
2015-09-30,5.32,4.33,4.0,22.5,9.0,0.0,0.0,1.0,2015,9,Wednesday,46.15,0,3
2015-10-01,9.66,5.99,4.0,34.562,2.0,0.0,5.0,2.0,2015,10,Thursday,63.212,1,4
2015-10-02,5.0,4.726,4.0,37.3,5.0,0.0,5.0,1.0,2015,10,Friday,62.026,1,5
2015-10-03,10.34,5.34,3.0,37.2,7.0,0.0,7.0,2.0,2015,10,Saturday,71.88,1,6
2015-10-04,7.0,4.0,4.0,59.0,3.0,0.0,16.0,2.0,2015,10,Sunday,95.0,1,0
2015-10-05,5.0,2.373,2.2,70.95,11.0,1.0,7.0,5.0,2015,10,Monday,104.523,1,1
2015-10-06,5.69,3.66,5.5,42.725,9.0,1.0,5.0,4.0,2015,10,Tuesday,76.575,1,2
2015-10-07,7.33,2.66,6.0,44.3,8.0,0.0,5.0,2.0,2015,10,Wednesday,75.28999999999999,1,3
2015-10-08,8.82,4.33,3.0,30.7,5.0,0.0,20.0,0.0,2015,10,Thursday,71.85,1,4
2015-10-09,2.0,2.769,7.6,28.062,13.0,2.0,10.0,2.0,2015,10,Friday,67.431,1,5
2015-10-10,6.16,5.66,3.0,46.3,19.5,0.0,1.0,0.0,2015,10,Saturday,81.62,1,6
2015-10-11,10.33,2.792,7.1,70.3,8.0,0.0,3.0,5.0,2015,10,Sunday,106.522,1,0
2015-10-12,9.66,7.33,6.0,68.85,12.0,0.0,5.0,3.0,2015,10,Monday,111.84,1,1
2015-10-13,3.83,7.0,5.2,63.8,5.5,0.0,5.0,1.0,2015,10,Tuesday,91.33,1,2
2015-10-14,4.66,7.33,3.9,38.6,7.0,0.0,0.0,1.0,2015,10,Wednesday,62.49,1,3
2015-10-15,5.16,5.726,7.3,64.724,4.0,0.0,9.0,1.0,2015,10,Thursday,96.91,1,4
2015-10-16,1.67,3.33,5.2,57.3,2.0,0.0,5.0,1.0,2015,10,Friday,75.5,1,5
2015-10-17,10.34,2.837,3.4,74.3,8.0,0.0,0.0,1.0,2015,10,Saturday,99.877,1,6
2015-10-18,7.34,6.54,4.9,55.6,3.0,1.0,8.0,8.0,2015,10,Sunday,94.38,1,0
2015-10-19,12.0,3.802,3.0,62.6,3.0,0.0,17.0,0.0,2015,10,Monday,101.402,1,1
2015-10-20,3.34,1.99,2.3,44.7,6.0,0.0,10.0,5.0,2015,10,Tuesday,73.33000000000001,1,2
2015-10-21,8.66,2.363,3.2,36.8,9.0,1.0,1.0,4.0,2015,10,Wednesday,66.023,1,3
2015-10-22,4.33,0.34,0.0,35.262,9.0,0.0,2.0,2.0,2015,10,Thursday,52.932,0,4
2015-10-23,7.0,1.66,10.2,41.4,3.0,0.0,6.0,2.0,2015,10,Friday,71.25999999999999,1,5
2015-10-24,9.84,8.35,9.1,67.4,8.0,0.0,4.0,2.0,2015,10,Saturday,108.69,1,6
2015-10-25,3.0,3.33,3.1,64.6,4.0,0.0,0.0,4.0,2015,10,Sunday,82.03,1,0
2015-10-26,9.0,5.33,8.0,53.3,8.0,1.0,2.0,2.0,2015,10,Monday,88.63,1,1
2015-10-27,4.33,2.0,8.5,64.4,7.0,0.0,8.0,3.0,2015,10,Tuesday,97.23,1,2
2015-10-28,1.0,1.66,1.0,33.0,11.0,1.0,6.0,2.0,2015,10,Wednesday,56.66,0,3
2015-10-29,2.33,3.693,1.3,38.3,8.0,0.0,0.0,1.0,2015,10,Thursday,54.623,0,4
2015-10-30,5.33,3.67,3.2,49.6,8.0,0.0,5.0,3.0,2015,10,Friday,77.8,1,5
2015-10-31,5.66,4.65,8.0,58.4,6.0,0.0,7.0,1.0,2015,10,Saturday,90.71,1,6
2015-11-01,2.33,7.99,5.6,80.4,11.0,0.0,5.0,0.0,2015,11,Sunday,112.32,1,0
2015-11-02,4.66,4.33,4.0,46.3,7.0,0.0,7.0,2.0,2015,11,Monday,75.28999999999999,1,1
2015-11-03,1.34,4.35,4.3,41.8,5.0,0.0,3.0,0.0,2015,11,Tuesday,59.78999999999999,1,2
2015-11-04,8.5,2.34,3.0,59.8,18.0,3.0,3.0,4.0,2015,11,Wednesday,101.64,1,3
2015-11-05,4.33,3.561,7.4,45.0,3.0,0.0,0.0,2.0,2015,11,Thursday,65.291,1,4
2015-11-06,3.33,6.736,4.0,31.475,5.0,2.0,1.0,0.0,2015,11,Friday,53.541,0,5
2015-11-07,4.0,3.11,4.8,69.9,15.0,1.0,6.0,1.0,2015,11,Saturday,104.81,1,6
2015-11-08,6.33,3.67,7.2,48.6,7.0,0.0,13.0,1.0,2015,11,Sunday,86.8,1,0
2015-11-09,3.66,6.198,4.2,40.75,3.0,1.0,12.0,1.0,2015,11,Monday,71.80799999999999,1,1
2015-11-10,6.33,7.482,10.0,41.2,8.0,0.0,9.0,2.0,2015,11,Tuesday,84.012,1,2
2015-11-11,9.66,5.34,7.2,60.0,4.0,0.0,12.0,3.0,2015,11,Wednesday,101.2,1,3
2015-11-12,6.0,4.33,6.0,24.0,11.0,0.0,20.0,0.0,2015,11,Thursday,71.33,1,4
2015-11-13,5.0,2.44,2.0,22.0,13.0,0.0,0.0,0.0,2015,11,Friday,44.44,0,5
2015-11-14,4.99,0.33,3.7,19.0,5.0,1.0,0.0,1.0,2015,11,Saturday,35.02,0,6
2015-11-15,1.33,11.99,9.3,42.35,8.0,2.0,17.0,0.0,2015,11,Sunday,91.97,1,0
2015-11-16,5.67,3.67,6.0,50.3,9.0,0.0,3.0,2.0,2015,11,Monday,79.64,1,1
2015-11-17,6.34,4.693,4.7,60.0,1.0,0.0,0.0,2.0,2015,11,Tuesday,78.733,1,2
2015-11-18,6.34,5.33,5.5,24.5,11.0,0.0,0.0,2.0,2015,11,Wednesday,54.67,0,3
2015-11-19,2.0,2.99,2.1,26.4,22.0,0.0,0.0,0.0,2015,11,Thursday,55.49,0,4
2015-11-20,5.66,1.66,3.8,25.6,2.0,2.0,10.0,3.0,2015,11,Friday,53.72,0,5
2015-11-21,4.0,2.01,5.2,45.5,4.0,0.0,17.0,3.0,2015,11,Saturday,80.71000000000001,1,6
2015-11-22,2.0,3.439,2.6,41.2,6.0,2.0,2.0,1.0,2015,11,Sunday,60.239,1,0
2015-11-23,3.0,1.0,4.7,69.0,3.0,0.0,1.0,2.0,2015,11,Monday,83.7,1,1
2015-11-24,5.0,6.33,6.4,19.8,12.0,3.0,1.0,5.0,2015,11,Tuesday,58.53,1,2
2015-11-25,5.66,5.33,3.2,29.0,11.0,0.0,3.0,3.0,2015,11,Wednesday,60.19,1,3
2015-11-26,4.33,4.0,2.0,25.975,8.0,0.0,0.0,0.0,2015,11,Thursday,44.305,0,4
2015-11-27,0.67,4.373,2.0,20.8,7.0,0.0,0.0,0.0,2015,11,Friday,34.843,0,5
2015-11-28,6.33,3.66,4.0,46.825,3.0,0.0,10.0,1.0,2015,11,Saturday,74.815,1,6
2015-11-29,6.66,3.726,6.0,42.2,1.0,0.0,4.0,0.0,2015,11,Sunday,63.586,1,0
2015-11-30,7.33,1.825,5.0,35.3,5.0,1.0,6.0,3.0,2015,11,Monday,64.455,1,1
2015-12-01,1.99,2.023,6.3,23.9,4.0,1.0,5.0,1.0,2015,12,Tuesday,45.213,0,2
2015-12-02,1.0,3.33,2.4,42.0,23.0,4.0,0.0,0.0,2015,12,Wednesday,75.73,1,3
2015-12-03,4.0,3.0,5.6,56.0,6.0,1.0,1.0,1.0,2015,12,Thursday,77.6,1,4
2015-12-04,3.33,4.759,4.7,25.6,9.0,3.0,3.0,1.0,2015,12,Friday,54.389,0,5
2015-12-05,8.0,3.033,2.0,35.05,2.0,0.0,7.0,2.33,2015,12,Saturday,59.413,1,6
2015-12-06,5.67,7.0,3.4,60.4,5.0,2.0,3.0,1.0,2015,12,Sunday,87.47,1,0
2015-12-07,3.0,2.099,2.2,26.5,6.0,1.0,11.0,6.0,2015,12,Monday,57.799,0,1
2015-12-08,2.0,6.34,2.0,41.325,8.0,0.0,0.0,0.0,2015,12,Tuesday,59.665000000000006,1,2
2015-12-09,3.34,3.472,7.0,41.262,16.0,0.0,3.0,1.0,2015,12,Wednesday,75.074,1,3
2015-12-10,11.66,10.69,16.0,31.9,9.0,0.0,9.0,2.1,2015,12,Thursday,90.35,1,4
2015-12-11,5.84,6.165,3.0,22.7,9.0,0.0,16.0,1.0,2015,12,Friday,63.705,1,5
2015-12-12,6.34,3.2,3.0,42.2,5.0,2.0,6.0,1.0,2015,12,Saturday,68.74000000000001,1,6
2015-12-13,9.33,4.32,7.0,29.0,5.0,0.0,27.0,0.0,2015,12,Sunday,81.65,1,0
2015-12-14,5.0,3.0,6.6,37.4,11.0,0.0,21.0,1.0,2015,12,Monday,85.0,1,1
2015-12-15,4.99,2.0,5.0,42.0,3.0,1.0,2.0,1.0,2015,12,Tuesday,60.99,1,2
2015-12-16,6.67,4.0,4.0,42.0,11.0,1.0,11.0,0.0,2015,12,Wednesday,79.67,1,3
2015-12-17,9.0,3.01,3.0,25.0,7.0,0.0,0.0,2.0,2015,12,Thursday,49.01,0,4
2015-12-18,4.33,8.901,4.3,27.2,12.0,4.0,2.0,1.0,2015,12,Friday,63.731,1,5
2015-12-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,12,Saturday,0.0,0,6
2015-12-20,3.0,3.474,2.2,43.0,3.0,0.0,16.0,1.0,2015,12,Sunday,71.674,1,0
2015-12-21,5.0,6.34,2.0,53.6,14.0,0.0,6.0,0.4,2015,12,Monday,87.34,1,1
2015-12-22,5.66,0.0,5.0,48.0,6.0,0.0,13.0,1.0,2015,12,Tuesday,78.66,1,2
2015-12-23,3.33,4.01,2.3,28.8,3.0,0.0,0.0,0.0,2015,12,Wednesday,41.44,0,3
2015-12-24,7.33,3.396,5.0,28.3,5.0,0.0,16.0,0.0,2015,12,Thursday,65.026,1,4
2015-12-25,0.66,4.66,2.0,20.662,28.0,2.0,1.0,1.0,2015,12,Friday,59.982,1,5
2015-12-26,4.67,1.66,5.0,87.2,15.0,3.0,0.0,4.3,2015,12,Saturday,120.83,1,6
2015-12-27,5.33,6.792,5.2,63.5,4.0,0.0,14.0,4.6,2015,12,Sunday,103.422,1,0
2015-12-28,4.0,5.099,9.2,61.5,18.0,3.0,26.0,1.0,2015,12,Monday,127.799,1,1
2015-12-29,10.67,2.33,2.0,71.6,9.0,0.0,2.0,3.0,2015,12,Tuesday,100.6,1,2
